consent,clif_harm_e_01_1,clif_harm_e_01_2,clif_harm_e_02_1,clif_harm_e_02_2,clif_harm_e_03_1,clif_harm_e_03_2,clif_harm_e_04_1,clif_harm_e_04_2,clif_harm_e_05_1,clif_harm_e_05_2,clif_harm_e_06_1,clif_harm_e_06_2,clif_harm_e_07_1,clif_harm_e_07_2,clif_harm_e_08_1,clif_harm_e_08_2,clif_harm_e_09_1,clif_harm_e_09_2,clif_harm_e_10_1,clif_harm_e_10_2,clif_harm_e_11_1,clif_harm_e_11_2,clif_harm_e_12_1,clif_harm_e_12_2,clif_harm_e_13_1,clif_harm_e_13_2,clif_harm_e_14_1,clif_harm_e_14_2,clif_harm_e_15_1,clif_harm_e_15_2,clif_harm_e_16_1,clif_harm_e_16_2,clif_harm_ph_01_1,clif_harm_ph_01_2,clif_harm_ph_02_1,clif_harm_ph_02_2,clif_harm_ph_03_1,clif_harm_ph_03_2,cliff_fair_01_1,cliff_fair_01_2,clif_fair_02_1,clif_fair_02_2,clif_fair_03_1,clif_fair_03_2,clif_fair_04_1,clif_fair_04_2,clif_fair_05_1,clif_fair_05_2,clif_fair_06_1,clif_fair_06_2,clif_fair_07_1,clif_fair_07_2,clif_fair_08_1,clif_fair_08_2,clif_fair_09_1,clif_fair_09_2,clif_fair_10_1,clif_fair_10_2,clif_fair_11_1,clif_fair_11_2,clif_fair_12_1,clif_fair_12_2,clif_pure_1_1,clif_pure_1_2,clif_pure_02_1,clif_pure_02_2,clif_pure_03_1,clif_pure_03_2,clif_pure_04_1,clif_pure_04_2,clif_pure_05_1,clif_pure_05_2,clif_pure_06_1,clif_pure_06_2,clif_pure_07_1,clif_pure_07_2,clif_pure_08_1,clif_pure_08_2,clif_pure_09_1,clif_pure_09_2,clif_pure_10_1,clif_pure_10_2,emt_14_1,emt_14_2,emt_15_1,emt_15_2,emt_12_1,emt_12_2,emt_13_1,emt_13_2,emt_11_1,emt_11_2,emt_10_1,emt_10_2,emt_09_1,emt_09_2,emt_08_1,emt_08_2,emt_07_1,emt_07_2,emt_06_1,emt_06_2,emt_05_1,emt_05_2,emt_04_1,emt_04_2,emt_03_1,emt_03_2,emt_02_1,emt_02_2,emt_01_1,emt_01_2,graham_pure_05_1,graham_pure_05_2,graham_pure_04_1,graham_pure_04_2,graham_pure_03_1,graham_pure_03_2,graham_pure_02_1,graham_pure_02_2,graham_pure_01_1,graham_pure_01_2,graham_fair_05_1,graham_fair_05_2,graham_fair_04_1,graham_fair_04_2,graham_fair_03_1,graham_fair_03_2,graham_fair_02_1,graham_fair_02_2,graham_fair_01_1,graham_fair_01_2,graham_harm_05_1,graham_harm_05_2,graham_harm_04_1,graham_harm_04_2,graham_harm_03_1,graham_harm_03_2,graham_harm_02_1,graham_harm_02_2,graham_harm_01_1,graham_harm_01_2,age,gender,hispanic,race,lib_con_1,lib_con_2,lib_con_3,pol_party,Debrief,likely_dups,total_na,clif_harm_wrong_mean,clif_fair_wrong_mean,clif_pure_wrong_mean,graham_harm_wrong_mean,graham_pure_wrong_mean,graham_fair_wrong_mean,clif_wrong_mean,graham_wrong_mean,emt_wrong_mean,clif_harm_likely_mean,clif_fair_likely_mean,clif_pure_likely_mean,graham_harm_likely_mean,graham_pure_likely_mean,graham_fair_likely_mean,clif_likely_mean,graham_likely_mean,emt_likely_mean
I understand and agree to continue,3,0,2,1,3,2,3,2,3,0,3,1,3,0,3,1,2,3,2,2,3,1,3,1,3,3,2,1,3,1,3,1,3,1,3,0,4,0,4,2,3,0,3,1,3,1,3,1,3,2,4,0,3,2,2,4,3,1,5,1,3,2,5,0,4,0,4,0,5,0,4,0,4,0,3,0,4,0,5,0,5,0,2,5,2,4,1,4,3,3,2,4,2,3,2,1,3,4,1,3,3,2,1,5,4,0,3,2,4,4,3,3,5,0,0,0,5,0,3,0,4,0,5,0,4,0,1,0,3,0,3,1,3,0,0,5,3,3,3,0,3,1,19,Female,No,White or Caucasian,5,"Very conservative
7",5,Republican,Continue,NA,7,2.842105263,3.181818182,4.3,2.4,3.4,3.2,3.317073171,3,2.4,1.105263158,1.363636364,0,1.8,0,0.2,0.926829268,0.666666667,3.133333333
I understand and agree to continue,3,2,3,4,3,4,4,1,3,2,5,2,5,1,4,2,5,3,2,2,3,2,3,3,4,2,3,2,4,4,5,1,1,1,5,0,4,3,5,1,4,0,5,3,4,2,4,2,5,1,5,0,5,1,4,4,3,2,5,1,4,4,5,0,5,1,5,0,5,0,3,0,2,0,5,0,4,0,5,1,5,1,2,4,0,1,3,2,3,1,3,1,2,5,2,4,3,4,2,4,0,2,3,5,5,1,2,5,4,1,3,3,3,0,2,0,0,0,5,0,4,0,5,1,5,1,2,2,5,0,3,2,5,0,0,5,5,4,5,0,4,1,18,Female,No,White or Caucasian,5,6,6,Republican,Continue,NA,7,3.631578947,4.363636364,4.4,3.8,2.8,4,4.048780488,3.533333333,2.466666667,2.157894737,1.818181818,0.3,2,0,1.2,1.585365854,1.066666667,2.866666667
I understand and agree to continue,3,1,2,3,2,3,1,2,3,0,3,2,3,2,4,2,0,2,4,1,3,1,3,1,2,2,3,2,2,4,NA,NA,3,3,4,1,4,2,3,2,3,1,1,2,2,4,1,3,3,1,5,1,2,4,1,4,3,2,3,1,4,1,5,0,5,1,5,1,5,0,5,0,4,0,3,0,4,0,4,1,5,0,1,4,1,4,1,1,2,2,1,4,1,3,1,4,1,5,1,3,1,1,1,5,5,1,3,3,3,2,5,1,5,0,0,1,1,0,2,0,5,0,5,1,4,2,2,1,4,1,2,3,4,0,0,5,4,3,3,1,4,0,18,Female,No,White or Caucasian,4,4,4,Independent,Continue,NA,11,2.722222222,2.545454545,4.5,3,2.6,3.4,3.125,3,1.866666667,1.888888889,2.181818182,0.3,1.8,0.2,1.6,1.575,1.2,2.866666667
I understand and agree to continue,5,1,4,3,4,2,4,0,4,0,5,0,5,1,4,1,5,2,4,1,4,NA,4,3,2,2,4,1,4,0,5,0,4,1,2,0,2,1,4,3,4,2,2,1,3,4,4,0,4,4,4,2,4,3,4,3,4,1,4,3,5,3,5,0,5,0,5,1,5,0,5,0,5,0,5,0,5,1,5,0,5,0,3,4,3,3,3,3,4,1,4,2,4,2,3,4,3,3,4,3,4,2,2,5,5,0,4,4,4,4,5,3,4,0,0,1,4,1,4,0,5,0,5,2,5,1,4,2,4,0,4,0,5,0,2,2,4,1,5,2,4,2,19,Female,No,White or Caucasian,NA,NA,NA,NA,Continue,NA,13,3.947368421,3.818181818,5,4,3.4,4.4,4.170731707,3.933333333,3.666666667,1.055555556,2.363636364,0.2,1.4,0.4,1,1.25,0.933333333,2.866666667
I understand and agree to continue,4,3,3,1,4,2,3,1,4,1,4,1,5,2,3,1,2,4,2,0,4,NA,1,1,3,4,2,4,3,3,4,1,3,1,3,0,0,4,3,3,4,2,3,2,1,3,3,1,4,2,2,0,3,2,0,3,2,4,4,2,4,5,5,0,5,0,5,0,5,0,5,1,5,0,5,0,4,0,5,0,5,0,3,1,4,4,4,1,4,2,2,2,2,4,4,1,2,3,4,2,4,3,2,2,4,0,4,4,4,2,4,1,5,0,2,1,0,0,5,0,5,1,4,1,4,3,3,2,5,0,3,2,5,0,1,4,5,2,4,0,5,0,18,Male,No,White or Caucasian,6,6,6,Republican,Continue,NA,7,3,2.727272727,4.9,4,3.4,3.8,3.390243902,3.733333333,3.4,1.888888889,2.363636364,0.1,1.2,0.4,1.6,1.6,1.066666667,2.133333333
I understand and agree to continue,2,4,0,5,3,5,3,3,2,4,3,4,4,4,1,4,2,4,0,5,3,4,3,3,1,4,2,5,0,5,2,2,1,5,3,5,2,5,5,5,5,4,2,5,3,5,2,4,3,5,3,2,5,4,2,5,5,3,4,3,5,5,5,0,5,4,5,3,5,0,5,5,5,0,5,0,5,2,5,2,5,2,1,5,3,4,2,5,4,4,2,4,3,4,3,5,1,5,3,4,1,4,2,5,5,5,2,5,5,5,4,4,5,0,0,1,5,0,0,1,5,2,5,3,5,5,4,3,5,1,5,5,5,1,0,5,3,4,1,1,5,3,18,Female,No,White or Caucasian,"Very conservative
7","Very conservative
7","Very conservative
7",Republican,Continue,NA,9,1.947368421,3.545454545,5,2.8,3,4.8,3.195121951,3.533333333,2.733333333,4.210526316,4.090909091,1.8,2.8,0.8,3.4,3.609756098,2.333333333,4.533333333
I understand and agree to continue,5,0,3,3,4,5,4,3,3,0,5,3,5,4,4,2,3,2,2,2,4,3,2,3,4,2,2,4,2,3,5,3,4,1,1,0,4,4,3,2,3,1,3,0,3,2,2,3,2,3,4,3,3,3,2,4,5,2,4,2,5,4,5,1,5,2,5,4,5,3,5,5,NA,NA,3,0,5,4,5,3,4,3,2,5,2,2,1,1,3,2,4,4,5,4,2,2,1,3,4,4,2,1,1,3,5,5,2,4,3,2,5,3,5,3,4,4,2,0,2,0,5,4,5,4,5,5,4,4,5,4,1,3,5,2,0,3,4,4,0,2,4,3,19,Female,Yes,Asian,6,6,6,Independent,Continue,NA,9,3.473684211,3.272727273,4.666666667,2.6,3.6,4,3.675,3.4,2.8,2.473684211,2.454545455,2.777777778,2.8,2.2,4,2.525,3,3
I understand and agree to continue,4,1,3,1,3,2,3,2,4,2,3,2,4,2,4,1,1,4,3,3,3,3,NA,NA,4,2,3,2,2,3,4,1,3,0,3,0,3,1,4,2,4,2,2,3,3,2,3,2,3,2,3,2,3,3,3,2,2,2,5,2,5,3,5,0,3,1,5,0,5,1,4,0,5,0,3,0,3,0,3,0,5,1,2,5,2,5,3,2,4,1,2,4,1,4,2,3,2,3,3,1,3,2,2,4,5,2,3,5,4,3,5,2,3,0,2,1,1,0,4,1,5,0,5,1,5,1,3,2,5,1,3,2,4,0,1,4,3,2,5,2,4,1,19,Female,No,White or Caucasian,"Very conservative
7",6,"Very conservative
7",Republican,Continue,NA,11,3.166666667,3.272727273,4.1,3.4,3,4.2,3.45,3.533333333,2.866666667,1.777777778,2.272727273,0.3,1.8,0.4,1.4,1.55,1.2,3.066666667
I understand and agree to continue,4,2,3,3,4,3,4,2,4,1,4,3,5,2,4,2,3,4,3,3,3,3,2,2,3,4,3,2,3,3,4,2,4,1,4,2,4,3,4,1,4,2,3,3,3,5,3,3,4,4,4,2,4,3,1,5,3,3,5,3,5,1,4,1,4,3,5,2,5,1,2,3,5,1,5,2,3,1,5,2,4,2,2,5,2,4,3,3,3,4,2,3,4,4,2,5,3,4,3,4,2,4,2,4,4,2,1,5,4,3,5,3,5,2,3,2,2,1,5,1,5,1,5,2,5,3,2,3,4,2,3,3,4,1,2,4,4,2,4,3,5,2,20,Female,No,White or Caucasian,"Very conservative
7","Very conservative
7","Very conservative
7",Republican,Continue,NA,9,3.578947368,3.545454545,4.2,3.8,4,3.8,3.731707317,3.866666667,2.8,2.473684211,3.090909091,1.8,2.4,1.4,2.6,2.43902439,2.133333333,3.8
I understand and agree to continue,3,1,2,3,3,2,4,2,2,3,3,2,3,3,3,3,3,2,2,3,1,3,2,3,4,2,1,3,2,2,4,3,4,1,5,0,5,0,3,1,2,1,2,1,3,0,2,3,3,2,4,0,1,3,1,5,2,3,3,3,4,3,3,0,1,0,5,0,4,0,0,0,5,1,4,0,5,0,5,0,4,0,1,5,3,3,1,1,1,3,1,3,2,3,2,5,1,5,2,2,1,3,1,5,3,2,2,3,3,4,4,2,0,0,0,0,0,1,4,0,0,0,5,1,3,0,3,0,4,0,2,1,5,0,2,3,3,2,3,1,4,0,19,Male,No,White or Caucasian,3,NA,NA,Democratic,Continue,NA,11,2.947368421,2.454545455,3.6,3.4,0.8,3.4,2.975609756,2.533333333,1.866666667,2.157894737,2.181818182,0.1,1.2,0.2,0.4,1.634146341,0.6,3.266666667
I understand and agree to continue,5,2,3,1,2,0,3,1,4,0,4,1,5,0,3,3,3,2,3,0,1,2,2,0,2,1,1,0,1,0,5,1,3,0,4,0,2,3,3,2,4,0,2,2,3,1,3,3,3,3,4,0,4,2,3,1,3,1,3,1,5,1,3,1,4,0,5,0,5,0,2,0,5,0,1,0,2,0,5,0,5,0,2,1,2,1,2,1,4,0,1,1,1,1,3,3,3,2,2,1,0,2,2,2,4,1,2,3,4,2,4,2,3,0,0,1,2,0,5,1,2,0,5,1,3,1,2,1,3,0,3,2,5,1,1,3,4,1,5,1,5,0,20,Female,No,White or Caucasian,6,6,6,Republican,Continue,NA,9,2.947368421,3.363636364,3.7,4,2.4,3.2,3.243902439,3.2,2.4,0.894736842,1.363636364,0.1,1.2,0.4,1,0.853658537,0.866666667,1.533333333
I understand and agree to continue,1,2,0,1,1,3,2,1,2,2,1,2,1,1,1,3,0,2,2,2,2,1,1,1,0,2,1,2,1,2,1,1,2,0,1,0,1,1,3,1,3,1,2,1,1,2,2,1,2,1,3,1,4,1,2,1,3,1,3,0,3,4,5,1,5,2,5,1,5,1,5,1,5,0,4,0,5,1,5,0,5,1,0,3,0,4,1,1,1,2,0,2,2,2,1,2,1,3,1,2,1,1,2,1,5,1,2,1,3,1,3,1,5,0,0,2,0,0,2,0,3,0,5,1,5,1,0,2,4,1,3,2,3,1,1,2,1,2,2,2,3,1,18,Female,Yes,White or Caucasian,4,5,4,Republican,Continue,NA,7,1.105263158,2.545454545,4.9,2,2,3.4,2.463414634,2.466666667,1.533333333,1.526315789,1.272727273,0.8,1.6,0.4,1.4,1.268292683,1.133333333,1.8
I understand and agree to continue,4,2,3,5,2,4,3,3,2,4,4,2,3,1,2,2,3,5,3,2,2,2,3,2,2,3,2,2,3,4,4,1,3,2,3,1,3,2,3,2,2,2,1,2,1,3,2,3,4,3,4,2,2,2,2,2,2,3,4,4,4,2,4,1,4,2,5,0,5,1,4,1,4,0,5,3,2,3,5,1,4,1,2,3,2,3,3,3,3,2,2,3,3,3,2,5,1,4,2,3,1,1,1,4,4,2,3,3,4,3,4,3,3,0,0,2,1,0,0,0,5,1,4,3,4,3,2,1,4,1,3,2,3,2,1,3,4,4,5,2,5,2,NA,Male,No,White or Caucasian,6,4,5,Republican,Continue,NA,8,2.842105263,2.545454545,4.2,3.6,1.8,3.4,3.097560976,2.933333333,2.466666667,2.578947368,2.545454545,1.3,2.6,0.6,2,2.243902439,1.733333333,3
I understand and agree to continue,5,0,4,1,5,0,4,2,5,1,4,0,5,0,5,0,2,2,3,2,4,2,1,3,4,3,2,2,4,3,5,0,2,2,2,2,4,0,5,2,5,0,3,2,1,4,2,2,4,4,3,1,4,3,3,3,4,3,5,0,3,3,5,0,5,0,5,0,5,0,5,0,4,0,5,0,3,0,5,0,5,0,2,4,3,3,2,3,3,3,3,1,3,3,2,3,3,3,4,2,1,3,4,4,5,0,2,2,5,1,3,3,5,0,2,2,2,2,4,1,5,0,4,2,5,3,2,2,5,0,5,1,5,0,1,4,5,0,3,3,5,0,19,Female,No,White or Caucasian,"Very conservative
7","Very conservative
7","Very conservative
7",Republican,Continue,NA,7,3.684210526,3.363636364,4.7,3.8,3.6,4.2,3.87804878,3.866666667,3,1.315789474,2.272727273,0,1.4,1,1.6,1.268292683,1.333333333,2.533333333
I understand and agree to continue,2,0,1,0,1,0,0,0,1,0,2,0,1,0,1,0,2,0,1,1,1,NA,0,0,0,0,0,0,2,0,3,0,3,0,3,0,3,0,4,0,3,0,2,0,0,0,2,0,2,1,5,0,3,0,2,2,3,0,3,0,3,0,5,0,1,0,5,0,5,0,5,0,0,0,5,0,5,0,5,0,5,0,0,0,0,2,0,1,1,0,1,0,0,0,0,0,2,1,0,0,0,0,3,2,4,0,1,0,5,0,3,0,2,0,0,0,0,0,1,0,5,0,3,0,3,0,0,0,3,0,3,0,2,0,0,0,3,0,1,0,3,0,18,Female,No,White or Caucasian,4,4,4,Republican,Continue,NA,7,1.421052632,2.545454545,4.1,1.8,1.6,2.4,2.43902439,1.933333333,1.333333333,0.055555556,0.272727273,0,0,0,0,0.1,0,0.4
I understand and agree to continue,1,3,1,3,2,3,2,2,0,2,1,4,3,2,2,3,1,3,2,3,2,3,1,3,1,3,2,2,2,2,2,2,3,2,2,1,3,2,1,3,2,3,2,2,1,4,2,2,3,2,3,2,2,3,1,2,2,2,3,1,4,2,5,1,2,1,4,2,5,1,2,2,5,1,2,1,3,3,4,2,4,2,1,3,1,3,1,5,1,3,1,4,1,3,2,3,2,3,1,3,2,2,1,3,3,1,1,3,1,3,3,3,2,1,0,1,1,1,4,1,2,1,4,1,3,2,3,3,4,1,3,3,3,1,1,3,1,4,3,2,5,2,18,Male,No,White or Caucasian,3,5,4,Independent,Continue,NA,7,1.736842105,2.272727273,3.6,2.6,1.8,3.4,2.317073171,2.6,1.466666667,2.526315789,2.272727273,1.6,2.4,1,2,2.243902439,1.8,3
I understand and agree to continue,5,0,4,2,5,2,3,1,5,2,4,0,5,0,5,4,5,0,3,0,5,1,3,1,3,1,1,0,5,1,5,1,5,1,5,1,5,4,5,3,5,0,3,0,5,2,3,1,5,1,5,1,5,0,5,5,5,0,5,1,5,1,5,0,5,1,5,0,5,0,5,1,5,0,5,0,5,2,5,0,5,0,3,1,5,1,3,0,5,0,4,4,3,0,1,4,4,4,4,1,3,1,4,3,5,0,4,2,5,3,5,3,5,0,0,0,0,0,5,0,5,2,5,0,5,4,4,0,5,0,5,2,5,2,0,3,5,3,5,2,5,1,19,Female,No,White or Caucasian,6,6,6,Republican,Continue,NA,7,4.263157895,4.636363636,5,4,3,4.8,4.56097561,3.933333333,3.866666667,1.157894737,1.090909091,0.4,2.2,0.4,1.2,1,1.266666667,1.8
I understand and agree to continue,5,0,4,1,4,0,4,0,4,0,4,0,5,0,4,0,4,0,4,0,4,NA,3,0,1,0,3,1,4,1,5,0,5,0,4,0,5,0,5,1,3,0,3,0,4,0,4,1,4,0,5,0,4,0,3,3,3,0,4,1,4,1,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,3,5,4,1,3,1,4,0,4,2,3,2,4,1,3,2,4,1,3,1,3,3,5,0,4,2,5,2,5,0,5,0,0,0,5,0,4,0,5,0,5,1,5,3,3,1,5,0,3,1,5,0,1,1,4,0,5,0,4,0,18,Female,No,White or Caucasian,"Very conservative
7","Very conservative
7","Very conservative
7",Republican,Continue,NA,7,4,3.727272727,5,3.8,3.8,4.2,4.195121951,3.933333333,3.8,0.166666667,0.545454545,0,0.2,0,1.2,0.25,0.466666667,1.533333333
I understand and agree to continue,5,0,5,0,5,0,4,0,5,0,NA,NA,5,0,5,0,4,2,4,1,4,NA,3,0,4,0,4,0,4,0,5,0,5,0,5,0,5,0,4,2,NA,NA,3,0,4,2,4,0,5,2,4,2,3,0,4,0,3,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,2,5,3,0,4,2,3,2,3,0,4,0,3,2,4,0,3,NA,3,2,4,1,5,0,NA,NA,5,0,5,0,5,0,5,0,3,0,5,0,4,0,5,0,5,0,NA,NA,5,0,5,0,5,0,3,3,5,2,5,2,5,0,18,Female,Yes,White or Caucasian,"Very liberal
1","Very liberal
1","Very liberal
1",Republican,Continue,NA,17,4.5,4,5,4.6,4.4,5,4.487179487,4.642857143,3.642857143,0.176470588,0.6,0,1.4,0,0,0.289473684,0.5,1.076923077
I understand and agree to continue,4,1,3,2,4,2,3,2,5,0,3,1,5,1,4,1,4,2,2,4,3,1,2,2,5,1,3,2,3,1,4,2,5,0,3,1,4,0,3,1,3,1,3,1,2,4,2,2,5,1,5,1,3,3,2,5,3,2,4,4,5,2,5,0,5,0,5,0,5,0,3,0,5,0,5,0,5,0,5,0,5,0,2,1,3,0,2,1,3,1,3,1,1,4,3,3,3,3,2,3,3,2,1,5,5,1,2,2,3,5,4,1,5,0,2,0,2,0,5,0,5,0,5,0,4,1,3,1,5,0,3,1,4,0,1,4,5,5,5,0,5,0,19,Female,No,White or Caucasian,3,5,4,Independent,Continue,NA,9,3.631578947,3.363636364,4.8,4,3.8,4,3.829268293,3.933333333,2.666666667,1.368421053,2.363636364,0,1.8,0,0.6,1.292682927,0.8,2.2
I understand and agree to continue,3,2,2,4,4,1,0,5,3,2,3,1,3,1,3,2,1,3,3,2,3,1,3,1,0,4,2,2,2,3,3,1,3,1,1,3,1,3,3,2,3,1,0,3,1,5,0,3,3,1,3,1,2,3,1,5,1,3,4,4,3,3,4,0,4,0,5,1,NA,NA,4,0,0,0,2,0,2,0,4,0,4,0,2,5,1,5,2,2,2,2,1,4,1,5,1,5,1,5,1,3,0,NA,0,5,4,3,1,5,2,3,3,4,4,0,0,3,4,2,0,0,5,0,2,1,4,5,2,1,3,1,2,2,4,1,0,5,3,2,0,1,3,1,18,Male,No,White or Caucasian,6,6,6,Republican,Continue,NA,9,2.263157895,1.909090909,3.222222222,2,2.6,2.6,2.4,2.4,1.466666667,2.210526316,2.909090909,0.111111111,2,1,2,1.925,1.666666667,4
I understand and agree to continue,5,0,2,1,3,2,3,0,5,0,3,3,3,0,3,1,2,NA,2,2,2,2,1,0,2,1,1,1,2,1,3,0,4,0,3,0,1,0,3,1,3,0,2,1,1,1,2,1,3,1,3,0,1,0,2,3,1,0,1,1,3,1,4,0,5,0,5,NA,5,0,3,0,5,0,2,0,2,0,3,0,4,0,2,1,3,1,2,0,3,1,1,2,NA,NA,2,1,1,2,4,2,2,4,2,5,1,1,2,3,4,0,3,1,3,0,0,0,1,0,2,0,3,0,1,1,4,0,2,3,4,2,1,0,4,0,NA,2,4,NA,4,0,5,0,19,Male,No,White or Caucasian,4,4,4,Independent,Continue,NA,15,2.631578947,2,3.8,4.25,1.8,2.4,2.756097561,2.714285714,2.285714286,0.777777778,0.818181818,0,0.5,0,1.2,0.615384615,0.571428571,1.714285714
I understand and agree to continue,4,0,3,3,4,0,4,0,3,0,3,2,4,2,3,3,3,3,2,0,3,NA,3,0,3,1,3,3,5,3,3,0,3,3,3,2,5,0,4,0,3,0,2,0,2,3,2,2,2,1,5,0,4,1,3,3,3,3,5,0,4,0,5,0,4,0,5,0,4,0,4,2,3,0,5,1,4,0,4,0,4,0,2,1,3,3,3,0,2,2,3,0,1,1,3,3,2,0,3,0,2,3,3,3,4,1,3,3,3,0,4,0,5,0,5,0,2,2,5,0,3,0,5,0,5,0,3,0,5,0,3,0,5,0,1,0,4,0,2,2,3,0,19,Female,No,White or Caucasian,4,4,4,Republican,Continue,NA,9,3.368421053,3.181818182,4.2,3,4,4.2,3.536585366,3.733333333,2.733333333,1.388888889,1.181818182,0.3,0.4,0.4,0,1.025,0.266666667,1.333333333
I understand and agree to continue,5,1,4,2,5,4,4,1,5,3,5,3,5,3,5,3,4,4,4,2,3,2,4,2,4,2,3,3,5,4,5,3,5,2,4,2,1,1,4,3,4,1,3,1,3,4,4,2,5,4,3,0,4,2,3,4,4,2,5,3,5,2,5,0,5,0,5,1,5,0,4,1,5,0,5,0,5,1,5,0,5,2,3,4,3,3,4,3,3,2,3,3,4,4,4,4,4,5,3,3,4,1,4,3,5,2,4,3,3,5,5,2,4,0,5,0,3,1,5,0,4,1,5,0,5,1,5,1,5,0,4,2,5,0,0,4,5,4,5,4,5,3,18,Female,No,White or Caucasian,3,4,3,Independent,Continue,NA,7,4.210526316,3.909090909,4.9,4,4.2,4.8,4.292682927,4.333333333,3.733333333,2.473684211,2.272727273,0.5,3,0.4,0.8,1.951219512,1.4,3.133333333
I understand and agree to continue,5,0,5,1,5,0,3,1,5,0,5,0,5,0,5,1,4,3,5,1,5,NA,5,0,3,2,5,0,5,0,5,0,5,1,4,0,5,0,5,2,5,1,2,2,4,1,4,1,5,1,5,0,5,1,4,1,5,1,5,3,5,3,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,2,3,4,1,3,1,4,1,3,2,3,2,3,2,4,1,4,2,2,1,4,2,5,0,4,2,5,1,5,3,5,0,2,0,4,0,5,0,5,0,5,0,5,1,3,3,5,1,5,1,5,0,1,5,5,0,4,1,5,0,18,Female,No,White or Caucasian,6,"Very conservative
7",6,Republican,Continue,NA,7,4.684210526,4.454545455,5,4,4.2,4.6,4.707317073,4.266666667,3.666666667,0.555555556,1.363636364,0,1.2,0,1.2,0.675,0.8,1.6
I understand and agree to continue,5,1,2,1,2,1,2,0,2,0,2,0,3,0,2,0,1,2,1,1,2,NA,2,0,2,0,1,3,3,1,4,0,2,0,3,1,3,0,2,1,2,0,2,0,2,1,1,2,1,1,3,0,2,0,1,3,2,1,2,3,3,1,5,0,5,0,5,0,5,0,5,0,4,0,4,0,3,0,4,0,5,0,1,5,0,4,1,0,2,1,1,2,0,4,1,1,1,4,1,1,1,1,1,4,4,0,1,4,3,3,3,0,4,0,0,0,3,0,3,0,5,0,4,0,4,1,1,1,5,0,2,0,3,0,1,4,2,1,1,0,3,0,19,Female,No,White or Caucasian,5,"Very conservative
7",6,Republican,Continue,NA,9,2.315789474,1.909090909,4.5,2,3,3.2,2.731707317,2.733333333,1.4,0.611111111,1.090909091,0,1,0,0.4,0.6,0.466666667,2.266666667
I understand and agree to continue,5,0,0,2,3,1,4,1,5,1,2,2,5,0,4,5,4,1,1,3,3,2,1,3,1,2,1,2,4,3,4,2,4,0,2,1,3,1,4,1,4,1,4,1,0,3,0,3,5,1,5,2,3,2,1,3,2,2,5,1,4,1,5,0,4,1,5,0,5,0,4,2,5,0,5,0,5,0,5,0,3,0,1,2,2,2,1,3,4,1,4,2,1,2,1,3,1,5,2,1,2,1,2,4,4,0,2,3,3,2,3,1,5,0,5,0,4,0,5,0,3,2,5,0,5,0,2,2,5,0,2,3,5,0,0,5,5,5,4,2,5,0,18,Male,No,White or Caucasian,"Very conservative
7","Very conservative
7","Very conservative
7",Republican,Continue,NA,7,2.947368421,3,4.6,3.8,4.4,3.8,3.390243902,4,2.2,1.684210526,1.818181818,0.3,2.4,0.4,1,1.365853659,1.266666667,2.133333333
I understand and agree to continue,4,2,3,0,4,4,4,1,4,4,3,1,4,1,3,3,5,5,3,4,4,NA,3,1,4,2,3,3,4,2,4,4,4,1,3,1,4,1,2,5,3,1,2,1,1,5,2,4,3,5,3,1,3,5,2,4,2,5,3,2,4,2,5,0,5,2,5,0,5,0,4,1,5,0,4,0,5,0,3,0,5,0,2,4,2,5,2,3,1,3,2,4,1,5,2,4,1,5,3,4,2,3,2,5,3,1,3,5,3,5,3,2,5,0,2,0,0,0,4,0,4,0,2,1,3,5,3,4,4,1,NA,NA,5,1,1,3,5,4,2,1,5,0,18,Male,No,White or Caucasian,5,6,6,Republican,Continue,NA,9,3.684210526,2.545454545,4.6,3.6,3,3,3.56097561,3.214285714,2.133333333,2.222222222,3.181818182,0.3,1.8,0,2.75,2.075,1.428571429,3.866666667
I understand and agree to continue,2,1,1,0,2,1,1,0,2,0,2,0,2,0,1,1,2,1,1,0,2,NA,1,0,2,0,1,2,1,1,2,0,2,0,1,0,2,1,1,1,1,0,0,0,1,0,1,0,1,1,3,0,1,0,1,0,1,0,3,1,3,0,5,0,4,1,5,0,5,0,4,0,2,0,5,0,4,1,5,1,4,0,1,0,2,0,1,0,1,0,1,1,1,0,1,0,1,1,1,1,0,0,1,4,4,1,2,0,3,1,5,0,2,0,0,0,2,0,0,0,0,0,5,1,3,0,1,0,1,1,2,0,3,0,1,0,1,0,3,0,5,0,18,Female,No,White or Caucasian,6,"Very conservative
7",6,Republican,Continue,NA,9,1.578947368,1.454545455,4.3,2.6,0.8,2.4,2.195121951,1.933333333,1.666666667,0.444444444,0.181818182,0.3,0,0,0.4,0.35,0.133333333,0.6
